,product_type,description
821,nail_polish,rich glorious gorgeous color completes outfit express mood set heart racing revlon nail enamel give day lasting color shine revlon exclusive silk protein shield work instantly help even surface nail rising color automatically smooth away bubble streak brush mark
822,nail_polish,colour obsession dive make splash essie nail polish dbp toluene formaldehyde free feature salon quality formulalong lasting chip resistant high shine finishbright tropical colour essie perfect pop summer find beach ready beauty pick blog well
823,nail_polish,suncoat girl nail beauty kit decal ideal try pack birthday gift three bottle set delivers fun unique nail art design natural nail polish nail decal feature water based nail polish peel able remover needed safe non toxickit contains ballerina beauty color ml strawberry delight color ml clear topcoat ml page nail decalsingredients water polyurethane may contain mica titanium dioxide carmine ferric ferrocyanide chromium oxide green iron oxide
824,nail_polish,suncoat girl nail beauty kit decal ideal try pack birthday gift three bottle set delivers fun unique nail art design natural nail polish nail decal feature water based nail polish peel able remover needed safe non toxickit contains mermaid blue color ml princess purple color ml clear topcoat ml page nail decalsingredients water polyurethane may contain mica titanium dioxide carmine ferric ferrocyanide chromium oxide green iron oxide
825,nail_polish,l oreal infallible nail polish give fantastic gel like nail colour tinted top coat match infallible nail polish exclusive hybrid combo silicone flex resin interact one another create unique matrix formula combination film forming polymer gellifying agent crystal copolymer designed bring durability adhesion nail brilliant shine provides smooth plump spectacular gel shine manicure last feature day wear spectacular gel shine matching tinted top coat nail damage easy remove
826,nail_polish,piggy paint specially formulated natural ingredient dry hard durable finish kid nail polish toxic chemical free formaldehyde toluene phthalates bisphenol ethyl acetate acetone say good bye harsh smelly chemical hello piggy paint natural nail polish natural mud feature non toxiclow odorwater based formulahypoallergenicfun vibrant colorsdries hard durable finishcruelty freehas little bit sparkle coloursafe use pregnancy direction wash hand soap water apply thin coat piggy paint air dry second blow dry polished nail minute hair dryer set warm heat low blower setting safety purpose please follow manufacturer instruction blow dryer always monitor child ingredient water acrylate copolymer melia azadirachta neem oil may contain mica red lake ultramarine titanium dioxide iron oxide pigment
827,nail_polish,suncoat girl water based nail polish uniquely formulated chemist without using following chemical phthalate plasticizer toluene formaldehyde acetate alcohol glycol ether fd c dye water acrylic copolymer polyurethane plastic mineral based pigment plastic glitter carmine natural nail polish virtually odor free release water vapor applied toxic chemical fume water based kid nail polish truly natural nail polish market place spectrum glitter inert plastic glitter conforms astm application child year older use adult supervision also great anyone use especially travel special occasion last couple day fingernail last longer toenail apply thin coat clean grease free nail dry fully coat peel nail polish changing color soaking nail warm water peel one corner shade range
828,lipstic,covergirl outlast longwear lipstick get moisture colour need choose long lasting lipstick flake crumble super powered moisture stay super fresh super flexible day leaving light weight pigmented lip look
829,lipstic,covergirl outlast lipcolor moisturizing clear topcoat moisturizing lip gloss keep lip feeling moist soft smooth feature moisturizing formulasafe sensitive skinfragrance freeingredients sucrose polycottonseedate ozokerite beeswax cire abeille tocopheryl acetate tocopherol propyl gallate propylparaben acetyl glucosamine coco nucifera coconut oil aloe barbadensis leaf extract theobroma cacao cocoa seed butter butyrospermum parkii shea butter sodium saccharin flavor aroma eu inci sucrose polycottonseedate ozokerite cera alba tocopheryl acetate tocopherol propylparaben propyl gallate acetyl glucosamine coco nucifera coconut oil aloe barbadensis leaf extract theobroma cacao cocoa seed butter butyrospermum parkii shea butter sodium saccharin aroma
830,lipstic,butter london moisture matte lipstick offer full coverage ultimate colour payoff velvety matte finish specialized pigment extend colour wear long lasting non drying formula feather bleed revolutionary gel capsule technology delivers colour moisture smooth silky application maximum comfort triple butter complex rich creamy lasting moisture mango seed butter murumuru seed butter cupuacu seed butter vitamin e mineral smooth lip surface flawless application subtly scented creamy vanilla sleek slim line metal component easy application control portability ingredient pentaerythrityl tetraisostearate caprylic capric triglyceride ethylhexyl palmitate silica aluminum starch octenylsuccinate polyethylene bi diglyceryl polyacyladipate c alcohol caprylyl glycol mangifera indica mango seed butter theobroma grandiflorum seed butter astrocaryum murumuru seed butter parfum fragrance benzyl benzoate tocopheryl acetate tocopherol calcium sodium borosilicate tin oxide may contain titanium dioxide ci iron oxide ci mica ci red ci red lake ci red ci red lake ci red lake ci red lake ci yellow lake ci blue lake ci carmine ci paraben free
831,lipstic,introducing colour riche le matte la lacque newest format lip colour velvety matte irresistibly glossy pigment rich colour perfectly precise use anywhere anytime newest makeup designer must feature sleek sophisticated pen offer highly pigmented colour glide effortlessly one precise stroke available iconic finish creamy matte smooth lacquerenriched argan oil deep hydration soft feel vitamin antioxidant protection
832,lipstic,covergirl colorlicious lipstick give rich satisfying color shade help crave feature deliciously rich color infused shea butterfull coverage color high shine intensitynatural butter help keep lip supplelasting colouringredients ricinus communis castor seed oil isopropyl isostearate mica ethylhexyl hydroxystearate acetylated lanolin ozokerite euphorbia cerifera candelilla wax cire de candelilla paraffin squalane copernicia cerifera carnauba wax cire de carnauba cetyl lactate cetyl alcohol fragrance parfum ascorbyl palmitate tocopheryl acetate maltodextrin camellia sinensis leaf extract butyrospermum parkii shea butter silk powder poudre de soie persea gratissima avocado oil coco nucifera coconut oil aloe barbadensis leaf extract propylparaben hydrogenated vegetable oil retinyl palmitate shade also contain certaines teintes contiennent aussi lauroyl lysine synthetic fluorphlogopite may contain peut contenir titanium dioxide red lake yellow lake red lake iron oxide blue lake carmine red lake yellow lake orange red
833,lipstic,covergirls popular longwear lip color got better advanced formula resilient brilliant color new applicator give hour color easy breezy step feature last hoursbeautiful shade food proof transfer resistant day moisturizing topcoat keep lip feeling moist soft smoothapplication tip apply color clean lip let dry second apply moisturizing topcoat reapply topcoat like balm throughout day refresh look feel
834,lipstic,mineral fusion sheer moisture lip tint sheer buildable mineral colour provides long lasting hydration applies effortlessly go mirror required pure mineral shade ultra hydrating infused cocoa butter lip firming peptide refreshing vanilla mint flavor feature hydrating firmingperfect go usefree artificial colour fragrancecruelty freeparaben freetalc freehypo allergenicphthalate freeingredients ricinus communis castor seed oil ethylhexyl hydroxystearate jojoba simmondsia chinensis seed oil cera alba beeswax euphorbia cerifera candelilla wax copernicia cerifera carnauba wax isopropyl palmitate cetyl alcohol ascorbic acid vitamin c theobroma cacao cocoa seed butter aloe barbadensis tocopheryl acetate vitamin e palmitoyl tripeptide olea europaea olive leaf extract eupatorium rebaudianum bertoni leaf extract origanum vulgare oregano leaf extract thymus vulgarus thyme extract coco nucifera coconut oil natural vanilla mint may contain red iron oxide yellow iron oxide black iron oxide titanium dioxide mica gluten free vegan
835,lipstic,dr hauschka lipstick leaf lip feeling soft silky thanks composition premium argan oil beeswax well mineral pigment medicinal plant extract colour slim liner combine natural red lip create completely uniquenuances colour ingredient ricinus communis castor seed oil simmondsia chinensis jojoba seed oil rosa canina fruit extract lanolin beeswax cera alba mica daucus carota sativa carrot root extract argania spinosa kernel oil euphorbia cerifera candelilla wax copernicia cerifera carnauba wax rosa damascena flower extract anthyllis vulneraria extract prunus amygdalus dulcis sweet almond oil prunus armeniaca apricot kernel oil hydrogenated jojoba oil rosa damascena flower wax fragrance parfum linalool benzyl benzoate farnesol limonene geraniol benzyl salicylate eugenol citronellol benzyl alcohol maltodextrin lecithin silica carmine ci iron oxide ci ci ci titanium dioxide ci component natural essential oil
836,lipstic,luscious lip made easy express true self marcelle rouge xpression lipstick rouge xpression dual personality delight lip moisturizing maxi lip complex hydrate lip delicate skin add sexy volume replete avocado omega oil formula prevents dry cracked lip restores moisture creamy velvety non sticky texture ensures total comfort many vibrant colour biting life never looked sexy hypoallergenic perfume free
837,lipstic,bold vivid color glide easily onto lip velvety matte finish maybelline color sensational vivid matte liquid lip colour formula comfortable creamy smooth feel upon application full color coverage result rich intense lip look range color nude flush electric pink vivid violet feature lip color glide smooth matte finishinfused pure pigment high impact colorcreamy liquid base soft cushiony feel
838,lipstic,lip lacquer go hd revlon innovative wax free gel technology get true color clarity vivid high impact shine bouncy lightweight feel
839,lipstic,nyx jumbo lip pencil radiant lip liner also double lipstick nyx jumbo lip pencil infuse lip alluring nourishing color help create perfect pout feature line define color one jumbo pencilformulated mineral oil dry lipsgoes smoothly easy applicationcomes variety seductive shade
840,lipstic,cargo cosmetic colorsticks oil free cream colour stick blend effortlessly eye cheek lip natural monochromatic look velvety ultra light texture blend flawlessly onto skin airbrushed finish cheek appear smooth flawless cream powder formula set exceptionally longwearing finish never settle fine line dial stick make application breeze available shade santorini key west maui give natural pretty colour cheek eye lip st tropez offer sheer bronze glow perfect giving soft tan glow sculpting cheekbone champagne warm highlighter ideal highlighting key area face feature benefit make wearing wearing make upa three one cream powder colour stick eye lip cheek simplicity multi use colour convenient dial sticka velvety ultra light texture blend flawlessly onto skin airbrushed finishthe cream powder formula set exceptionally longwearing finish never settle fine linesresults ultimate nude glow seems come withindelivers glowing finish never greasy exceptionally long lastingoil freehow use application versatile apply directly stick blending finger foundation brush use brush directly product blend brush onto cheek ingredient isopropyl myristate mica ethylhexyl palmitate isopropyl stearate hdi trimethylol hexyllactone crosspolymer polymethylsilsesquioxane synthetic wax ci titanium dioxide ozokerite ci iron oxide ci carmine
841,lipstic,revlon colorburst lacquer balm offer high shine balm like moisture packaged adorable chubby crayon lacquer balm infused triple butter complex shea mango coconut butter
842,lipstic,cargo cosmetic essential lip color smooth creamy lightweight formula offer high pigment payoff leaving lip plump perfectly hydrated throughout day olive oil shea butter jojoba oil provide essential moisture plumping peptide offer instant fullness feature rich emollient olive oil jojoba shea butter flood lip essential moisture enhancing feel wear lipstick maxi lip greatly increase lip moisture reinforces connective tissue lip instantly lip appear fuller voluminous gluten freeshade range ingredient hydrogenated polyisobutene phytosteryl isostearyl cetyl stearyl behenyl dimer dilinoleate polyethylene bi diglyceryl polyacyladipate octyldodecanol triisostearin phenyl trimethicone hydrated silica squalane microcrystalline wax cera microcristallina pentaerythrityl tetraisostearate ethylhexyl palmitate tribehenin sorbitan isostearate palmitoyl oligopeptide hydrogenated olive oil olea europaea olive fruit oil olea europaea olive oil unsaponifiables theobroma cacao cocoa seed butter simmondsia chinensis jojoba seed oil persea butyrospermum parkii shea butter gratissima avocado oil pentaerythrityl tetra di butyl hydroxyhydrocinnamate tocopheryl acetate tocopherol tetrahexyldecyl ascorbate vp eicosene copolymer vp hexadecene copolymer acrylate copolymer polyethylene terephthalate synthetic fluorphlogopite calcium sodium borosilicate calcium aluminum borosilicate tin oxide silica may contain mica titanium dioxide ci iron oxide ci ci ci carmine ci manganese violet ci red ci red lake ci red ci red ci red lake ci red lake ci red lake ci orange ci yellow lake ci yellow lake ci blue lake ci
843,lipstic,inspired l al paris mus colour riche introduces six custom made enriching matte red shade tailored enhance variety complexion play coordinated look pairing red nail absolute statement feature matte reveals red colour intensitysoft intense velvet formulationformulated velvet sphere pure pigment jojoba oil
844,lipstic,nyx extra creamy round lipstick classic go lipstick occasion pure nude pink lyric chic red round lipstick available jaw dropping variety shade feature formula offer velvety texturemineral based moisturize condition lipspigment packed saturated color long wearing smudge resistant available variety coloursingredients diisostearyl malate bi diglycerylpolyacyladipate polyglyceryl triisostearate octyldodecanol isostearylisostearate ethylhexyl palmitate euphorbia cerifera candelilla wax euphorbia cerifera cera cire de candelilla ceresin beeswax cera alba cire abeille polyisobutene polyethylene copernicia cerifera carnauba wax copernicia cerifera cera cire de carnauba microcrystalline wax ceramicrocristallina cire microcristalline tocopheryl acetate bha limonene fragrance parfum may contain peutcontenir mica titanium dioxide ci iron oxide ci red ci red ci red ci red ci blue lake ci yellow lake ci
845,lipstic,maybelline color sensational rebel bloom lipstick offer vivacious pastel super saturated lipcolour enjoy kicky bouquet lip color pink red mauve feature super saturated pigment take fresh picked pastel new bright never dull washed shy honey nectar add sumptuous feel application apply lipcolor starting center upper lip work center outer edge lip following contour mouth glide across entire bottom lip
846,lipstic,dalish lipstick wow full coverage full pigment colour dry lip inspired bright garden bloom long lasting fashion forward hue endure coffee time cocktail hour without ring around lip shade range lo nude shade ideal thick medium lip lo pinky red real punch colour anyone one willing bold lo barbie pink bright fun colour wear lo vintage ruby red original red lipstick never go style lo soft coral versatile colour work well ingredient ricinus communis castor seed oil caprylic capric triglyceride copernicia cerifera carnauba wax cetyl palmitate sorbitan palmitate beeswax sorbitan olivate cetyl alcohol euphorbia cerifera candelilla wax hydrogenated castor oil butyrospermum parkii shea butter helianthus annuus sunflower seed oil rosmarinus officinalis rosemary leaf extract benzyl alcohol benzoic acid dehydroacetic acid sorbic acid tocopherol vanillin may contain titanium dioxide ci iron oxide ci mica ci red lake ci yellow lake ci red lake ci red lake ci blue lake ci carmine ci contains natural antioxidant contains organic castor oil carnauba wax
847,lipstic,innovative e l f gotta glow lip tint reacts chemistry lip deliver personalized perfect shade pink berry peach ethereal hue give sheer flush colour enhances natural beauty lip gel based formula glide smoothly infused shea butter moisturize nourish use apply alone natural looking wash colour base favorite e l f lip colour repeat application often desired beauty tip create flushed glow check applying little directly cheek blend finger sponge ingredient octyldodecanol hydrogenated polyisobutene isononyl isononanoate polyethylene dipentaerythrityl hexahydroxystearate triisodecyl trimellitate diisostearylmalate stearyl dimethicone butyrospermum parkii shea butter euphorbia cerifera candelila wax synthetic beeswax polymethyl methacrylate stearic acid phenoxyethanol tocopheryl acetate ethylhexylglycerin oryza sativa rice bran oil pentaerythrityl tetra di butyl hydroxyhydrocinnamate propylparaben may contain titanium dioxide ci red lake ci red lake ci red lake ci
848,lipstic,maybelline lip studio color blur unique cream matte pencil vivid colour blurring smudger allows create look full bold softly blurred feature cream matte pencil feel extremely smooth comfortable lip blurring smudger mean create look full bold softly blurredcolor blur come many shade ranging vivids neutralshow use achieve softly blurred look apply colour center top bottom lip using smudger gently blur colour towards edge top lip bottom lip
849,lipstic,transform lip ordinary extraordinary color richer lip surface smoother shine magnified formulated precious micro oil rich color pigment extraordinaire provides ideal balance color care perfect lip unique soft touch applicator allows silky smooth gliding application direction use wand apply starting center upper lip work center outer edge lip following contour mouth glide across entire bottom lip
850,lipstic,almay make easy find perfect lip color almay smart shade butter kiss lipstick offer beautiful shade expertly coordinated unique skintone ultra buttery formula drenches lip hydration fact woman felt lip instantly hydrated collect perfect pink berry red nude lipstick light light medium medium skintone pure hypoallergenic dermatologist tested
851,lipstic,wet n wild lipstick formula contains thing guy rich color vitamin e aloe vera really feel like putting silk lip already thinking crazy bargain added macadamia nut oil contains antioxidant hydrate lip smooth supple pout feature purse pride new improved formula packaging rich creamy bulidable color feel like silk lip chock full nutrient enriched conditioning ingredient vitamin e aloe vera macadamia nut oilingredients ricinus communis castor seed oil caprylic capric triglyceride cetyl ethylhexanoate ozokerite microcrystalline wax cire microcristalline ethylhexyl palmitate euphorbia cerifera candelilla wax cire de candelilla ceresin diisostearyl malate beeswax cire abeille petrolatum vp hexadecene copolymer copernicia cerifera carnauba wax cire de carnauba pentaerythrityl adipate caprate caprylate heptanoate mineral oil huile min rale fragrance parfum phenoxyethanol sorbic acid tocopheryl acetate phytosteryl macadamiate tocopherol glycine soja soybean oil aloe barbadensis leaf extract silica may contain peut contenir blue lake ci carmine ci iron oxide ci ci ci mica red lake ci red lake ci red lake ci red lake ci red ci red lake ci titanium dioxide ci yellow lake ci yellow lake ci
852,lipstic,crystal shine spectacular l oreal paris innovation lip colour reflects light perfection crystal shine brilliance redefined explosion colour combine glint metal gleam crystal tiny flake crystal covered thick layer metal trapped within rich moist colour texture lipstick crystal shine technology contained within colour riche new improved tri active formula vitamin e long lasting comfort colour riche crystal shine available stunning shade crystal reflection get ready dazzle
853,lipstic,dr hauschka lipstick nurturing quality lip care product color glide effortlessly leaving lip velvety smooth feature rose hip carrot extract keep lip moist nourishedrose jojoba wax soften protectcolors nature highlight natural tonesfurther contour highlight dr hauschka liplineringredients ricinus communis castor seed oil simmondsia chinensis jojoba seed oil rosa canina fruit extract lanolin beeswax cera alba daucus carota sativa carrot root extract euphorbia cerifera candelilla wax copernicia cerifera carnauba wax rosa damascena flower extract anthyllis vulneraria extract prunus amygdalus dulcis sweet almond oil prunus armeniaca apricot kernel oil hydrogenated jojoba oil rosa damascena flower wax fragrance parfum linalool benzyl benzoate farnesol limonene geraniol benzyl salicylate eugenol maltodextrin lecithin silica mica carmine ci iron oxide ci ci ci titanium dioxide ci
854,lipstic,revlon ultra hd matte lipcolor give lightweight high definition velvety matte color moisturizing velvety feel wax free gel formula feature creamy mango whipped vanilla fragrance plush velvety applicator shade range top row left right bottom row left right devotion obsession addiction temptation flirtation love seduction passion
855,lipstic,l oreal infallible lipstick longwear step lip colour hyaluronic gel hr triple action hyaluron infused longwear formula provides saturated vibrant colour lip appear smooth replenished feature day smoothness colour never driesall day hydration endless comfortall day resistance colour never fade
856,lipstic,lipstick giving moisture wear velvety soft formula moisturizing shea butter aloe food proof quit apply revlon colorstay ultimate suede lipstick go feature instant moistureall day color shea butter aloe soft suede finishapplication tip apply favorite shade revlon colorstay ultimate suede onto clean smooth lip make statement modern matte finish revlon colorstay ultimate suede worn without lipliner
857,lipstic,revlon ultra hd lipstick give true color clarity without heavy feel featuring revolutionary wax free gel technology lipstick offer true color clarity one smooth swipe
858,lipstic,l oreal paris collection exclusive colour riche introduces permanent offer l oreal paris portfolio collection includes six signature nude shade l oreal six dazzling spokeswoman shade custom made match various skin tone haircolour
859,lipstic,raw real pigment explode sensuous impact sensational maybelline color sensational buff lipcolour true nude lip color pigment honest flesh tone color range blushing beige bronze espresso best result apply nude lip color lipstick starting center upper lip work center outer edge lip following contour mouth glide across entire bottom lipshade range
860,lipstic,maybelline colour sensational vivids lipcolour bright go gorgeous never garish get brighter color maybelline exclusive vivid pigment plus get creamier feel nourishing honey nectar feature bright gorgeousexclusive vivid color brighterhoney nectar formula nourishes lip best result apply lipcolor starting center upper lip work center outer edge lip following contour mouth glide across entire bottom lip shade range
861,lipstic,pacifica devocean lipstick natural hydrating vegan lipstick last intensity like deepest love look go natural bronzed babe tropical brights classic beauty try three get look natural makeup piece found blog well formulated without animal ingredient including carmine beeswax lanolin animal testing fd c color mineral oil parabens phthalates petroleum propylene glycol sl gluten peanut oil ingredient want skin
862,lipstic,burt bee lipstick provides luscious full coverage color hour natural moisture feature moisturizing satin finish shade creamy lightweight feel ideal everyday wear natural recyclable materialdirections remove lid apply lip desired level satin coloringredients diheptyl succinate capryloyl glycerin sebacic acid copolymer ricinus communis helianthus annuus cera alba candelilla cera behenyl alcohol oleic linoleic linolenic polyglycerides c acid triglyceride lanolin hydrogenated vegetable oil cera carnauba copernicia cerifera carnauba wax moringa oleifera seed oil rubus idaeus raspberry seed
863,lipstic,maybelline creamy matte color sensational deliver burst bold lip color surge creamy texture great make statement shade matte lip love wear feature lip slip creamy mattemattifying cream pure pigment three precious oilsmake statement shade
864,lipstic,indulge richness beyond compare l oreal luxuriously rich color intensely rich hydration colour riche lipcolour richer creamier moisturizing ever addition nourishing ingredient like omega vitamin e formula enriched argan oil condition soften lip lip kept soft smooth ultra hydrated spectrum gorgeous shade bold nearly nude colour riche lipcolour offer shade perfect every look occasion
865,lipstic,straight runway shade beautifully rich matte color glide effortlessly across lip suede like cushiony feel maximum color impact beautifully rich shade nude deepest berry
866,lipstic,revlon colorstay ultimate liquid lipstick one step food proof lipcolor patented colorstay technology last hour feature food proof lipcolor built ultra conditioning topcoatone step application topcoat required comfortable wearstays comfortable wear beautifullydoes feather fade touch ups required even meal use apply thin even layer clean bare lip wait dry
867,lipstic,maybelline colour sensational lipcolour make fall love color feature crisper color pure pigment creamier feel nourishing honey nectar lipcolor rich stunning sensational incredible colour range pink plum red bronze
868,lipstic,neither lipstick lip gloss nyx soft matte lip cream new kind lip color go silky smooth set matte finish feature soft matte lip cream durableunlike matte lipstick formula lip cream moisturizing dry outcome variety shade every occasionlong wearing high pigmentation ingredient pentaerythrityl tetraisostearate dimethicone beeswax glyceryl behenate eicosadioate phenoxyethanol dimethicone dimethicone crosspolymer talc methyl methacrylate crosspolymer silica aluminium starch octenylsuccinate isohexadecane disteardimonium hectorite propylene carbonate parfum may contain peut contenir ci mica ci titanium dioxide ci c red na salt ci c red ca lake ci fd c yellow allake ci fd c yellow al lake ci c red allake ci iron oxide red ci iron oxide yellow ci iron oxide black ci manganese violet ci titaniumdioxide
869,lipstic,try burt bee lip crayon enjoy natural creamy matte colour moisture rich wear lightweight jumbo lip pencil moisturize comfortable everyday wear formula infused shea butter kendi oil jojoba oil colour truly care lip look go natural bronzed babe tropical brights classic beauty try three get look natural makeup found blog well feature creamy matte color moisture rich wear everyday wear either alone layered lip gloss lip shine precise application playful form without hassle mess sharpening added flavor fragrance hydrate moisturizes lip leaving feeling soft smoothshades ingredient ricinus communis castor seed oil caprylic capric triglyceride simmondsia chinensis jojoba seed oil candelilla cera euphorbia cerifera wax cire de candelilla cera alba beeswax cire abeille cera carnauba copernicia cerifera wax cire de carnauba butyrospermum parkii shea butter hydrogenated vegetable oil aleurites moluccana seed oil olea europaea olive fruit oil helianthus annuus sunflower seed oil rosmarinus officinalis rosemary leaf extract tocopherol lecithin silica glycine soja soybean oil may contain peut contenir ci titanium dioxide ci mica ci carmine ci ci ci iron oxide kendi oil
870,lipstic,convenient jumbo sized lip pencil creates exact color application twist ease never sharpen pigment rich color glide effortlessly easily provide long lasting matte color enriched vitamin c e formula moisturizes hydrate lip beautiful healthy looking lip use apply lip blend color apply often desired use alone layer favorite lip gloss shade glossy effect ingredient paraffinum liquidum mineral oil microcrystalline wax cera microcristallina synthetic beeswax ethylhexyl palmitate copernicia cerifera carnauba wax ozokerite polyethylene ceresin silica dimethyl silylate polyisobutene aspartame retinol va magnesium ascorbyl phosphate vc tocopheryl acetate phenoxyethanol ethylparaben propylparaben methylparaben may contain titanium dioxide ci iron oxide ci ci ci blue lake ci red lake ci red lake ci red lake ci
871,lipstic,revlon super lustrous lipstick essential little black dress tonne fabulous fashionable shade super lustrous lipstick offer widest range color sure find one look gorgeous packed mega moisturizers vitamin c e soft smooth sexy lip lip stay kissably conditioned lasting smoothness color stay rich true
872,lipstic,inspired milan runway eight new matte shade two luscious cr shade feature one stroke full coverage applicationlightweight creamy formulainfused vitamin c hydrate lipslong wearing formula colour true finishapplication begin applying center upper lip work way outer edge application used bottom lip tip lipliner help extend wear keep lipstick feathering choosing lipliner shade match lipliner lipstick shade match lipliner shade lip work lipstick shade create custom lipcolor using contrasting lipliner lipstick shade ingredient ricinus communis castor seed oil tridecyl trimellitate euphorbia cerifera candelilla wax euphorbia cerifera cera ethylhexyl palmitate microcristallina cera microcrystalline wax cera alba beeswax ozokerite copernicia cerifera carnauba wax cera carnauba benzyl benzoate fragrance parfum vanillin ascorbyl palmitate tocopherol glycine soja soybean oil retinyl palmitate hydroxycitronellal may contain mica titanium dioxide ci iron oxide ci ci ci red ci red ci red ci red ci red ci yellow ci yellow ci blue ci carmine ci
873,lipstic,inspired milan runway eight new matte shade two luscious cr shade feature one stroke full coverage applicationlightweight creamy formulainfused vitamin c hydrate lipslong wearing formula colour true finishapplication begin applying center upper lip work way outer edge application used bottom lip tip lipliner help extend wear keep lipstick feathering choosing lipliner shade match lipliner lipstick shade match lipliner shade lip work lipstick shade create custom lipcolor using contrasting lipliner lipstick shadeingredients ricinus communis castor seed oil tridecyl trimellitate euphorbia cerifera candelilla wax euphorbia cerifera cera ethylhexyl palmitate microcristallina cera microcrystalline wax cera alba beeswax ozokerite copernicia cerifera carnauba wax cera carnauba benzyl benzoate fragrance parfum vanillin ascorbyl palmitate tocopherol glycine soja soybean oil retinyl palmitate hydroxycitronellal may contain mica titanium dioxide ci iron oxide ci ci ci red ci red ci red ci red ci red ci yellow ci yellow ci blue ci carmine ci
874,lipstic,revlon colorburst matte balm offer velvety color balm like moisture packaged adorable chubby crayon matte balm infused triple butter complex shea mango coconut butter
875,lipstic,velvety satin texture e l f studio moisturizing lipstick glide lip vibrant color luminous shine enriched shea vitamin c e nourish hydrate lip rich creamy formula seal moisture long lasting wear comfort ingredient paraffinum liquidum mineral oil petrolatum ceresin ethylhexyl palmitate hydrogenated polydecene microcrystalline wax cera microcristallina polybutene paraffin synthetic beeswax polyethylene copernicia cerifera carnauba wax silica dimethyl silylate fragrance parfum butyrospermum parkii shea butter retinyl palmitate va tocopheryl acetate ascorbyl palmitate vc neotame propylparaben may contain mica titanium dioxide ci iron oxide ci ci ci red lake ci red lake ci red lake ci red lake ci yellow lake ci blue lake ci
876,lipstic,pure anada petal perfect lipstick moisture intensive natural lipstick made rich butter plant oil wax provide smooth creamy consistency boost shine apply coordinating pure anada lip gloss top lipstick pure anada petal perfect lipstick made certified organic rosehip seed oil known repair dry damaged skin promote cell regeneration perfect treatment hydrate smooth lip berry toned lip must cool fall season carry great winter find green fall beauty essential blog well shade ingredient ricinus communis organic castor seed oil rosa canina organic rosehip seed oil simmondsia chinensis organic cold pressed jojoba seed oil butyrospermum parkii fruit unrefined organic shea butter limnanthes alba organic meadowfoam seed oil euphorbia cerifera candelilla wax copernicia cerifera carnauba wax mica iron oxide tocopherol vitamin e citrus tangerina organic tangerine essential oil vegan gluten free non gmo dairy free peanut free natural
877,eye_makeup,natural mineral darken define condition lash mineral fusion lengthening mascara formulation hypoallergenic mascara applies smoothly naturally nourishes protects promote maximum lash length health fullness free gluten parabens artificial color fragrance talc never tested animal hypoallergenic shade range ingredient water beeswax stearic acid copernicia cerifera carnauba wax synthetic wax butylene glycol c acid triglyceride hydroxyethylcellulose sodium hydroxide lecithin polysorbate sorbitan laurate propylene glycol stearate propylene glycol laurate stearate phenoxyethanol ethylhexylglycerin iron oxide ci
878,eye_makeup,volumize lengthen define like pro covergirl professional mascara day beautiful lash curved brush find lash know volumized long defined lash look without clump blob feature volume length definition one easy stephypoallergenic suitable contact lens wearerslash volume without clumpsapplication tip hold brush close possible base lash wiggle move lash
879,eye_makeup,volumize lengthen define like pro covergirl professional mascara day beautiful lash curved brush find lash know volumized long defined lash look without clump blob feature volume length definition one easy stephypoallergenic suitable contact lens wearerslash volume without clumpsapplication tip hold brush close possible base lash wiggle move lash
880,eye_makeup,stretch extend lash like wing introducing voluminous butterfly mascara one l oreal exciting mascara innovation yet revolutionary butterfly brush asymmetrical lash line shape extends lift outer corner lash give winged effect instantly volumizing lash root stretching lash outward unique cocoon fiber instantly wrap lash soft delicate veil create silky spectacular lash flutter
881,eye_makeup,lengthening mascara made unique combination intense black pure mineral pigment organic argan oil perfectly coat shape lash twin helix brush sphere perfectly sculpt lash full coverage opthalmologically tested suitable use contact lens fast drying organic cosmetic certified ecocert greenlife total ingredient natural origin total ingredient organic farmingdirections lengthening curvaceous effect apply lengthening treatment mascara lash base zigzagging upwards repeat second layer intensity ingredient aqua alcohol denat cetearyl olivate sorbitan olivate cetyl palmitate sorbitan palmitate copernicia cerifera carnauba wax cera alba glycerin magnesium silicate argania spinosa kernel oil cucurbita pepo pumpkin seed oil aroma sodium phytate sodium citrate benzyl alcohol salicylic acid sorbic acid dehydroacetic acid sodium hydroxide xanthan gum peut contenir may contain iron oxide peut contenir may contain iron oxide
882,eye_makeup,covergirl lashblast fusion water resistant mascara fiberstrech lengthening formula super volumizing brush thickens extends individual lash high volume length perfect separation rain shine feature super volumizing buildable fiber strength lengtheningthickens extends look bare lasheswater resistant
883,eye_makeup,get instant brush lash extension physician formula eye booster instant lash extension kit total lash transformation feature hypoallergenicparaben gluten freedermatologist approvedophthalmologist testeddirections sweep lash boosting mascara prep fiber brush extension upper lash mascara still wet instantly build lash reapply lash boosting mascara seal set extension ingredient mascara water beeswax iron oxide copernicia cerifera carnauba wax pvp cyclopentasiloxane glyceryl stearate propylene glycol stearate se cyclohexasiloxane stearic acid triethanolamine oleic acid polybutene phenoxyethanol myristoyl pentapeptide glycerin panthenol magnesium aluminum silicate cellulose gum tocopheryl acetate simethicone tetrasodium edta extension cellulose panthenol cynara scolymus artichoke leaf extract ocimum basilicum basil leaf extract tocopherol experience total lash transformationexperience total lash transformati
